#############################################################################
# Project CNPq: Increasing PHC with team sizing
# Author: João Flávio de Freitas Almeida <joao.flavio@dep.ufmg.br>
# LEPOINT: Laboratório de Estudos em Planejamento de Operações Integradas
# Departamento de Engenharia de Produção
# Universidade Federal de Minas Gerais - Escola de Engenharia
#############################################################################
# Health Care Facility Location Problem: Considering fixed facilities,
# choose intermediate facilities according a criteria that improve service
# quality. Consider health care teams.
#############################################################################
# glpsol -m aps.mod -d LS.dat --cuts

#############################################################################
# DADOS REFERENTES AO MUNICIPIO DE: 
# Montes Claros 
#############################################################################
data;
# Distance matrix between same-level facilities (for team transfer) 
# {EL[1], L[1]} default 0; # Distance between L1 facilities (min)  
param DL1 := 
3143309772235 3143309772235 0 
3143309772235 3143309772251 1431 
3143309772235 3143309812059 932 
3143309772235 3143305305063 2308 
3143309772235 3143307781067 3295 
3143309772235 3143305304997 2964 
3143309772235 3143307831331 3517 
3143309772235 3143300659134 3416 
3143309772235 3143303180158 2707 
3143309772235 3143307821506 2164 
3143309772235 3143302150107 5087 
3143309772235 3143309775978 2164 
3143309772235 3143302219107 4402 
3143309772235 3143302219352 885 
3143309772235 3143303180182 3098 
3143309772235 3143302150050 3895 
3143309772235 3143302150042 3340 
3143309772235 3143302219085 3902 
3143309772235 3143309812032 4183 
3143309772235 3143302149915 5365 
3143309772235 3143307299079 4698 
3143309772235 3143302150018 6233 
3143309772235 3143302218984 5509 
3143309772235 3143306065295 6015 
3143309772235 3143302219069 4109 
3143309772235 3143306629296 5990 
3143309772235 3143302149923 5911 
3143309772235 3143306065341 6959 
3143309772235 3143306329705 6119 
3143309772235 3143306297943 13507 
3143309772235 3143305212626 13507 
3143309772235 3143307780621 3158 
3143309772235 3143303180166 2164 
3143309772235 3143302149893 4094 
3143309772235 3143309251553 2993 
3143309772235 3143302150026 4304 
3143309772235 3143300550108 6668 
3143309772235 3143303413578 27631 
3143309772235 3143306329632 5006 
3143309772235 3143305212588 11926 
3143309772235 3143309812083 3011 
3143309772235 3143306023282 1027 
3143309772235 3143302218968 3298 
3143309772235 3143309772227 3589 
3143309772235 3143302203480 1539 
3143309772235 3143302150085 4698 
3143309772235 3143300211826 4634 
3143309772235 3143302149931 2312 
3143309772235 3143309352511 4647 
3143309772235 3143309690905 4015 
3143309772235 3143307608756 6901 
3143309772235 3143306409911 6668 
3143309772235 3143307780907 3805 
3143309772235 3143309936424 4595 
3143309772235 3143309812075 2779 
3143309772235 3143303688100 3536 
3143309772235 3143303180115 1431 
3143309772235 3143305302854 2762 
3143309772235 3143302219212 2885 
3143309772235 3143302149958 3170 
3143309772235 3143307951345 4915 
3143309772235 3143302219077 3414 
3143309772235 3143302219344 4109 
3143309772235 3143307607660 5087 
3143309772235 3143302150069 5115 
3143309772235 3143307809131 7357 
3143309772235 3143300186252 4915 
3143309772235 3143307836619 4183 
3143309772235 3143305212545 4729 
3143309772235 3143302150077 6901 
3143309772235 3143302150034 5252 
3143309772235 3143305212529 19899 
3143309772235 3143302219379 40708 
3143309772235 3143305212618 19899 
3143309772235 CLU_6117 43864 
3143309772235 CLU_6298 8619 
3143309772235 CLU_6301 20599 
3143309772235 CLU_6312 3248 
3143309772235 CLU_6320 4204 
3143309772235 CLU_6326 6450 
3143309772235 CLU_6362 1455 
3143309772235 CLU_6374 4109 
3143309772235 CLU_6383 7667 
3143309772235 CLU_6385 5360 
3143309772235 CLU_6399 4197 
3143309772235 CLU_6409 39906 
3143309772235 CLU_6411 16441 
3143309772235 CLU_6413 40708 
3143309772235 CLU_6416 19899 
3143309772235 CLU_6417 59660 
3143309772251 3143309772235 1431 
3143309772251 3143309772251 0 
3143309772251 3143309812059 1930 
3143309772251 3143305305063 1155 
3143309772251 3143307781067 1894 
3143309772251 3143305304997 1535 
3143309772251 3143307831331 2123 
3143309772251 3143300659134 2499 
3143309772251 3143303180158 3025 
3143309772251 3143307821506 2772 
3143309772251 3143302150107 5732 
3143309772251 3143309775978 2772 
3143309772251 3143302219107 5735 
3143309772251 3143302219352 2298 
3143309772251 3143303180182 2425 
3143309772251 3143302150050 2930 
3143309772251 3143302150042 2291 
3143309772251 3143302219085 2824 
3143309772251 3143309812032 2909 
3143309772251 3143302149915 3977 
3143309772251 3143307299079 4010 
3143309772251 3143302150018 5063 
3143309772251 3143302218984 4209 
3143309772251 3143306065295 4587 
3143309772251 3143302219069 5444 
3143309772251 3143306629296 4727 
3143309772251 3143302149923 4509 
3143309772251 3143306065341 5583 
3143309772251 3143306329705 4699 
3143309772251 3143306297943 12079 
3143309772251 3143305212626 12079 
3143309772251 3143307780621 3229 
3143309772251 3143303180166 2772 
3143309772251 3143302149893 2823 
3143309772251 3143309251553 3226 
3143309772251 3143302150026 4786 
3143309772251 3143300550108 5280 
3143309772251 3143303413578 26420 
3143309772251 3143306329632 6383 
3143309772251 3143305212588 11784 
3143309772251 3143309812083 1810 
3143309772251 3143306023282 1457 
3143309772251 3143302218968 3942 
3143309772251 3143309772227 2172 
3143309772251 3143302203480 2543 
3143309772251 3143302150085 4010 
3143309772251 3143300211826 6027 
3143309772251 3143302149931 3611 
3143309772251 3143309352511 3219 
3143309772251 3143309690905 4130 
3143309772251 3143307608756 5625 
3143309772251 3143306409911 5280 
3143309772251 3143307780907 5226 
3143309772251 3143309936424 4835 
3143309772251 3143309812075 2120 
3143309772251 3143303688100 2957 
3143309772251 3143303180115 0 
3143309772251 3143305302854 1839 
3143309772251 3143302219212 1543 
3143309772251 3143302149958 4483 
3143309772251 3143307951345 3716 
3143309772251 3143302219077 3792 
3143309772251 3143302219344 5444 
3143309772251 3143307607660 5732 
3143309772251 3143302150069 3833 
3143309772251 3143307809131 5961 
3143309772251 3143300186252 6329 
3143309772251 3143307836619 2909 
3143309772251 3143305212545 5650 
3143309772251 3143302150077 5625 
3143309772251 3143302150034 4396 
3143309772251 3143305212529 21284 
3143309772251 3143302219379 41891 
3143309772251 3143305212618 21284 
3143309772251 CLU_6117 44545 
3143309772251 CLU_6298 7187 
3143309772251 CLU_6301 19281 
3143309772251 CLU_6312 4589 
3143309772251 CLU_6320 5460 
3143309772251 CLU_6326 7110 
3143309772251 CLU_6362 1455 
3143309772251 CLU_6374 5444 
3143309772251 CLU_6383 6254 
3143309772251 CLU_6385 4170 
3143309772251 CLU_6399 5310 
3143309772251 CLU_6409 40638 
3143309772251 CLU_6411 17330 
3143309772251 CLU_6413 41891 
3143309772251 CLU_6416 21284 
3143309772251 CLU_6417 60989 
3143309812059 3143309772235 932 
3143309812059 3143309772251 1930 
3143309812059 3143309812059 0 
3143309812059 3143305305063 3008 
3143309812059 3143307781067 3805 
3143309812059 3143305304997 3333 
3143309812059 3143307831331 3754 
3143309812059 3143300659134 3177 
3143309812059 3143303180158 1853 
3143309812059 3143307821506 1251 
3143309812059 3143302150107 4155 
3143309812059 3143309775978 1251 
3143309812059 3143302219107 3838 
3143309812059 3143302219352 874 
3143309812059 3143303180182 3973 
3143309812059 3143302150050 4703 
3143309812059 3143302150042 4110 
3143309812059 3143302219085 4666 
3143309812059 3143309812032 4214 
3143309812059 3143302149915 5535 
3143309812059 3143307299079 5588 
3143309812059 3143302150018 6962 
3143309812059 3143302218984 6139 
3143309812059 3143306065295 6307 
3143309812059 3143302219069 4322 
3143309812059 3143306629296 6654 
3143309812059 3143302149923 6398 
3143309812059 3143306065341 7494 
3143309812059 3143306329705 6368 
