#############################################################################
# Project CNPq: Increasing PHC with team sizing
# Author: João Flávio de Freitas Almeida <joao.flavio@dep.ufmg.br>
# LEPOINT: Laboratório de Estudos em Planejamento de Operações Integradas
# Departamento de Engenharia de Produção
# Universidade Federal de Minas Gerais - Escola de Engenharia
#############################################################################
# Health Care Facility Location Problem: Considering fixed facilities,
# choose intermediate facilities according a criteria that improve service
# quality. Consider health care teams.
#############################################################################
# glpsol -m aps.mod -d LS.dat --cuts

#############################################################################
# DADOS REFERENTES AO MUNICIPIO DE: 
# Divinopolis 
#############################################################################
data;
# Distance matrix between same-level facilities (for team transfer) 
# {EL[1], L[1]} default 0; # Distance between L1 facilities (min)  
param DL1 := 
;

param D0_1 := 
CLU_2550 CLU_2725 6126 
CLU_2550 CLU_3545 15990 
CLU_2550 CLU_3551 16192 
CLU_2550 CLU_3565 21308 
CLU_2550 CLU_3570 5605 
CLU_2550 CLU_3580 17970 
CLU_2550 CLU_3581 15791 
CLU_2550 CLU_3588 17145 
CLU_2550 CLU_3593 15447 
CLU_2550 CLU_3594 9196 
CLU_2550 CLU_3602 22026 
CLU_2550 CLU_3603 17269 
CLU_2550 CLU_3604 20422 
CLU_2550 CLU_3605 27443 
CLU_2550 CLU_4824 10339 
CLU_2725 CLU_2725 0 
CLU_2725 CLU_3545 20671 
CLU_2725 CLU_3551 20153 
CLU_2725 CLU_3565 26972 
CLU_2725 CLU_3570 10364 
CLU_2725 CLU_3580 22903 
CLU_2725 CLU_3581 20273 
CLU_2725 CLU_3588 21942 
CLU_2725 CLU_3593 19444 
CLU_2725 CLU_3594 15136 
CLU_2725 CLU_3602 26748 
CLU_2725 CLU_3603 22220 
CLU_2725 CLU_3604 24419 
CLU_2725 CLU_3605 32495 
CLU_2725 CLU_4824 10683 
CLU_3501 CLU_2725 17519 
CLU_3501 CLU_3545 3551 
CLU_3501 CLU_3551 5083 
CLU_3501 CLU_3565 10135 
CLU_3501 CLU_3570 7184 
CLU_3501 CLU_3580 5436 
CLU_3501 CLU_3581 3651 
CLU_3501 CLU_3588 4607 
CLU_3501 CLU_3593 4487 
CLU_3501 CLU_3594 5731 
CLU_3501 CLU_3602 9484 
CLU_3501 CLU_3603 4738 
CLU_3501 CLU_3604 8581 
CLU_3501 CLU_3605 14996 
CLU_3501 CLU_4824 11697 
CLU_3502 CLU_2725 17695 
CLU_3502 CLU_3545 3394 
CLU_3502 CLU_3551 5002 
CLU_3502 CLU_3565 9983 
CLU_3502 CLU_3570 7361 
CLU_3502 CLU_3580 5260 
CLU_3502 CLU_3581 3520 
CLU_3502 CLU_3588 4436 
CLU_3502 CLU_3593 4421 
CLU_3502 CLU_3594 5840 
CLU_3502 CLU_3602 9312 
CLU_3502 CLU_3603 4562 
CLU_3502 CLU_3604 8447 
CLU_3502 CLU_3605 14819 
CLU_3502 CLU_4824 11832 
CLU_3503 CLU_2725 17233 
CLU_3503 CLU_3545 3582 
CLU_3503 CLU_3551 4718 
CLU_3503 CLU_3565 10656 
CLU_3503 CLU_3570 6954 
CLU_3503 CLU_3580 5670 
CLU_3503 CLU_3581 3516 
CLU_3503 CLU_3588 4752 
CLU_3503 CLU_3593 4076 
